"ibge_mun1","ibge_mun2","sigla_mun1","sigla_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
1504208,1507300,"15","15",PA,PA,Marabá,São Félix do Xingu
1504208,1502954,"15","15",PA,PA,Marabá,Eldorado dos Carajás
1504208,1507458,"15","15",PA,PA,Marabá,São Geraldo do Araguaia
1504208,1502772,"15","15",PA,PA,Marabá,Curionópolis
1504208,1506187,"15","15",PA,PA,Marabá,Rondon do Pará
1504208,1507151,"15","15",PA,PA,Marabá,São Domingos do Araguaia
1504208,1505064,"15","15",PA,PA,Marabá,Novo Repartimento
1504208,1507508,"15","15",PA,PA,Marabá,São João do Araguaia
1504208,1501576,"15","15",PA,PA,Marabá,Bom Jesus do Tocantins
1504208,1503705,"15","15",PA,PA,Marabá,Itupiranga
1504208,1504976,"15","15",PA,PA,Marabá,Nova Ipixuna
1504208,1505536,"15","15",PA,PA,Marabá,Parauapebas
1504208,1503804,"15","15",PA,PA,Marabá,Jacundá
5101605,5003207,"51","50",MT,MS,Barão de Melgaço,Corumbá
5101605,5107800,"51","51",MT,MT,Barão de Melgaço,Santo Antônio do Leverger
5101605,5106109,"51","51",MT,MT,Barão de Melgaço,Nossa Senhora do Livramento
5101605,5106505,"51","51",MT,MT,Barão de Melgaço,Poconé
5101605,5104609,"51","51",MT,MT,Barão de Melgaço,Itiquira
1600238,1600550,"16","16",AP,AP,Ferreira Gomes,Pracuúba
1600238,1600204,"16","16",AP,AP,Ferreira Gomes,Calçoene
1600238,1600303,"16","16",AP,AP,Ferreira Gomes,Macapá
1600238,1600709,"16","16",AP,AP,Ferreira Gomes,Tartarugalzinho
1600238,1600212,"16","16",AP,AP,Ferreira Gomes,Cutias
1600238,1600055,"16","16",AP,AP,Ferreira Gomes,Serra do Navio
1600238,1600154,"16","16",AP,AP,Ferreira Gomes,Pedra Branca do Amapari
1600238,1600535,"16","16",AP,AP,Ferreira Gomes,Porto Grande
5006275,5002951,"50","50",MS,MS,Paraíso das Águas,Chapadão do Sul
5006275,5000203,"50","50",MS,MS,Paraíso das Águas,Água Clara
5006275,5003256,"50","50",MS,MS,Paraíso das Águas,Costa Rica
5006275,5002605,"50","50",MS,MS,Paraíso das Águas,Camapuã
1303601,1302108,"13","13",AM,AM,Santa Isabel do Rio Negro,Japurá
1303601,1302801,"13","13",AM,AM,Santa Isabel do Rio Negro,Maraã
1303601,1300409,"13","13",AM,AM,Santa Isabel do Rio Negro,Barcelos
1303601,1303809,"13","13",AM,AM,Santa Isabel do Rio Negro,São Gabriel da Cachoeira
1500404,1506807,"15","15",PA,PA,Alenquer,Santarém
1500404,1505106,"15","15",PA,PA,Alenquer,Óbidos
1500404,1504802,"15","15",PA,PA,Alenquer,Monte Alegre
1500404,1502855,"15","15",PA,PA,Alenquer,Curuá
1500404,1500503,"15","15",PA,PA,Alenquer,Almeirim
1300904,1304104,"13","13",AM,AM,Canutama,Tapauá
1300904,1301704,"13","13",AM,AM,Canutama,Humaitá
1300904,1302405,"13","13",AM,AM,Canutama,Lábrea
1300904,1100205,"13","11",AM,RO,Canutama,Porto Velho
1400027,1400050,"14","14",RR,RR,Amajari,Alto Alegre
1400027,1400456,"14","14",RR,RR,Amajari,Pacaraima
1400027,1400100,"14","14",RR,RR,Amajari,Boa Vista
1503754,1503606,"15","15",PA,PA,Jacareacanga,Itaituba
1503754,1300144,"15","13",PA,AM,Jacareacanga,Apuí
1503754,1302900,"15","13",PA,AM,Jacareacanga,Maués
1503754,1505031,"15","15",PA,PA,Jacareacanga,Novo Progresso
1503754,5100250,"15","51",PA,MT,Jacareacanga,Alta Floresta
1503754,5100805,"15","51",PA,MT,Jacareacanga,Apiacás
1503754,5106299,"15","51",PA,MT,Jacareacanga,Paranaíta
1400472,1300409,"14","13",RR,AM,Rorainópolis,Barcelos
1400472,1400209,"14","14",RR,RR,Rorainópolis,Caracaraí
1400472,1303205,"14","13",RR,AM,Rorainópolis,Novo Airão
1400472,1303536,"14","13",RR,AM,Rorainópolis,Presidente Figueiredo
1400472,1304302,"14","13",RR,AM,Rorainópolis,Urucará
1400472,1400506,"14","14",RR,RR,Rorainópolis,São João da Baliza
1400472,1400605,"14","14",RR,RR,Rorainópolis,São Luiz
1503457,1505502,"15","15",PA,PA,Ipixuna do Pará,Paragominas
1503457,1502301,"15","15",PA,PA,Ipixuna do Pará,Capitão Poço
1503457,1503093,"15","15",PA,PA,Ipixuna do Pará,Goianésia do Pará
1503457,1500958,"15","15",PA,PA,Ipixuna do Pará,Aurora do Pará
1503457,1504950,"15","15",PA,PA,Ipixuna do Pará,Nova Esperança do Piriá
1503457,1504703,"15","15",PA,PA,Ipixuna do Pará,Moju
1503457,1501782,"15","15",PA,PA,Ipixuna do Pará,Breu Branco
1503457,1507953,"15","15",PA,PA,Ipixuna do Pará,Tailândia
1503457,1508001,"15","15",PA,PA,Ipixuna do Pará,Tomé-Açu
1502764,1507300,"15","15",PA,PA,Cumaru do Norte,São Félix do Xingu
1502764,1506708,"15","15",PA,PA,Cumaru do Norte,Santana do Araguaia
1502764,1506583,"15","15",PA,PA,Cumaru do Norte,Santa Maria das Barreiras
1502764,1505437,"15","15",PA,PA,Cumaru do Norte,Ourilândia do Norte
1502764,1501253,"15","15",PA,PA,Cumaru do Norte,Bannach
1502764,1506138,"15","15",PA,PA,Cumaru do Norte,Redenção
5218805,5204409,"52","52",GO,GO,Rio Verde,Caiapônia
5218805,5216403,"52","52",GO,GO,Rio Verde,Paraúna
5218805,5213004,"52","52",GO,GO,Rio Verde,Maurilândia
5218805,5219308,"52","52",GO,GO,Rio Verde,Santa Helena de Goiás
5218805,5211909,"52","52",GO,GO,Rio Verde,Jataí
5218805,5204102,"52","52",GO,GO,Rio Verde,Cachoeira Alta
5218805,5201454,"52","52",GO,GO,Rio Verde,Aparecida do Rio Doce
5218805,5213756,"52","52",GO,GO,Rio Verde,Montividiu
5218805,5219712,"52","52",GO,GO,Rio Verde,Santo Antônio da Barra
5218805,5205059,"52","52",GO,GO,Rio Verde,Castelândia
5218805,5218508,"52","52",GO,GO,Rio Verde,Quirinópolis
1506104,1506112,"15","15",PA,PA,Primavera,Quatipuru
1506104,1508035,"15","15",PA,PA,Primavera,Tracuateua
1506104,1502202,"15","15",PA,PA,Primavera,Capanema
1506104,1505601,"15","15",PA,PA,Primavera,Peixe-Boi
1506104,1507474,"15","15",PA,PA,Primavera,São João de Pirabas
1506104,1506906,"15","15",PA,PA,Primavera,Santarém Novo
1503606,1503754,"15","15",PA,PA,Itaituba,Jacareacanga
1503606,1501006,"15","15",PA,PA,Itaituba,Aveiro
1503606,1500602,"15","15",PA,PA,Itaituba,Altamira
1503606,1302900,"15","13",PA,AM,Itaituba,Maués
1503606,1505031,"15","15",PA,PA,Itaituba,Novo Progresso
1503606,1508050,"15","15",PA,PA,Itaituba,Trairão
1503606,1506195,"15","15",PA,PA,Itaituba,Rurópolis
2925907,2910701,"29","29",BA,BA,Quijingue,Euclides da Cunha
2925907,2921500,"29","29",BA,BA,Quijingue,Monte Santo
2925907,2902104,"29","29",BA,BA,Quijingue,Araci
2925907,2906808,"29","29",BA,BA,Quijingue,Cansanção
2925907,2931905,"29","29",BA,BA,Quijingue,Tucano
2925907,2926608,"29","29",BA,BA,Quijingue,Ribeira do Pombal
2925907,2902658,"29","29",BA,BA,Quijingue,Banzaê
3160900,3118007,"31","31",MG,MG,São Brás do Suaçuí,Congonhas
3160900,3118304,"31","31",MG,MG,São Brás do Suaçuí,Conselheiro Lafaiete
3160900,3135407,"31","31",MG,MG,São Brás do Suaçuí,Jeceaba
3160900,3123908,"31","31",MG,MG,São Brás do Suaçuí,Entre Rios de Minas
3160900,3153806,"31","31",MG,MG,São Brás do Suaçuí,Queluzito
1303502,1302405,"13","13",AM,AM,Pauini,Lábrea
1303502,1301951,"13","13",AM,AM,Pauini,Itamarati
1303502,1301506,"13","13",AM,AM,Pauini,Envira
1303502,1200344,"13","12",AM,AC,Pauini,Manoel Urbano
1303502,1300706,"13","13",AM,AM,Pauini,Boca do Acre
1303502,1200302,"13","12",AM,AC,Pauini,Feijó
2103752,2105302,"21","21",MA,MA,Davinópolis,Imperatriz
2103752,2111763,"21","21",MA,MA,Davinópolis,Senador La Rocque
2103752,2104552,"21","21",MA,MA,Davinópolis,Governador Edison Lobão
2103752,2102358,"21","21",MA,MA,Davinópolis,Buritirana
4124509,4123600,"41","41",PR,PR,Santo Inácio,Santa Inês
4124509,3539202,"41","35",PR,SP,Santo Inácio,Pirapozinho
4124509,4103404,"41","41",PR,PR,Santo Inácio,Cafeara
4124509,4113809,"41","41",PR,PR,Santo Inácio,Lupionópolis
4124509,4105904,"41","41",PR,PR,Santo Inácio,Colorado
4124509,4116406,"41","41",PR,PR,Santo Inácio,Nossa Senhora das Graças
3521200,3517604,"35","35",SP,SP,Iporanga,Guapiara
3521200,3543253,"35","35",SP,SP,Iporanga,Ribeirão Grande
3521200,3502705,"35","35",SP,SP,Iporanga,Apiaí
3521200,4100202,"35","41",SP,PR,Iporanga,Adrianópolis
3521200,3505401,"35","35",SP,SP,Iporanga,Barra do Turvo
3521200,3514809,"35","35",SP,SP,Iporanga,Eldorado
3521200,3522158,"35","35",SP,SP,Iporanga,Itaóca
1504752,1506807,"15","15",PA,PA,Mojuí dos Campos,Santarém
1504752,1508159,"15","15",PA,PA,Mojuí dos Campos,Uruará
1504752,1505650,"15","15",PA,PA,Mojuí dos Campos,Placas
1504752,1501451,"15","15",PA,PA,Mojuí dos Campos,Belterra
1302108,1303601,"13","13",AM,AM,Japurá,Santa Isabel do Rio Negro
1302108,1302801,"13","13",AM,AM,Japurá,Maraã
1302108,1304237,"13","13",AM,AM,Japurá,Tonantins
1302108,1303700,"13","13",AM,AM,Japurá,Santo Antônio do Içá
1302108,1303809,"13","13",AM,AM,Japurá,São Gabriel da Cachoeira
1302108,1301605,"13","13",AM,AM,Japurá,Fonte Boa
2103158,2103174,"21","21",MA,MA,Centro do Guilherme,Centro Novo do Maranhão
2103158,2106326,"21","21",MA,MA,Centro do Guilherme,Maracaçumé
2103158,2106375,"21","21",MA,MA,Centro do Guilherme,Maranhãozinho
2103158,2104677,"21","21",MA,MA,Centro do Guilherme,Governador Nunes Freire
3305554,3303609,"33","33",RJ,RJ,Seropédica,Paracambi
3305554,3302007,"33","33",RJ,RJ,Seropédica,Itaguaí
3305554,3304144,"33","33",RJ,RJ,Seropédica,Queimados
3305554,3303500,"33","33",RJ,RJ,Seropédica,Nova Iguaçu
3305554,3302270,"33","33",RJ,RJ,Seropédica,Japeri
3305554,3304557,"33","33",RJ,RJ,Seropédica,Rio de Janeiro
2103703,2106805,"21","21",MA,MA,Cururupu,Mirinzal
2103703,2101301,"21","21",MA,MA,Cururupu,Bacuri
2103703,2100832,"21","21",MA,MA,Cururupu,Apicum-Açu
2103703,2109056,"21","21",MA,MA,Cururupu,Porto Rico do Maranhão
2103703,2111789,"21","21",MA,MA,Cururupu,Serrano do Maranhão
5105101,5107941,"51","51",MT,MT,Juara,Tabaporã
5105101,5101902,"51","51",MT,MT,Juara,Brasnorte
5105101,5106158,"51","51",MT,MT,Juara,Nova Bandeirantes
5105101,5100250,"51","51",MT,MT,Juara,Alta Floresta
5105101,5108907,"51","51",MT,MT,Juara,Nova Maringá
5105101,5105176,"51","51",MT,MT,Juara,Juruena
5105101,5102850,"51","51",MT,MT,Juara,Castanheira
5105101,5106802,"51","51",MT,MT,Juara,Porto dos Gaúchos
5105101,5108956,"51","51",MT,MT,Juara,Nova Monte Verde
5105101,5106273,"51","51",MT,MT,Juara,Novo Horizonte do Norte
1100346,1101005,"11","11",RO,RO,Alvorada D'Oeste,Governador Jorge Teixeira
1100346,1100320,"11","11",RO,RO,Alvorada D'Oeste,São Miguel do Guaporé
1100346,1100254,"11","11",RO,RO,Alvorada D'Oeste,Presidente Médici
1100346,1100148,"11","11",RO,RO,Alvorada D'Oeste,Nova Brasilândia D'Oeste
1100346,1101302,"11","11",RO,RO,Alvorada D'Oeste,Mirante da Serra
1100346,1101708,"11","11",RO,RO,Alvorada D'Oeste,Urupá
1301209,1302801,"13","13",AM,AM,Coari,Maraã
1301209,1300409,"13","13",AM,AM,Coari,Barcelos
1301209,1301308,"13","13",AM,AM,Coari,Codajás
1301209,1304104,"13","13",AM,AM,Coari,Tapauá
1301209,1300102,"13","13",AM,AM,Coari,Anori
1301209,1304203,"13","13",AM,AM,Coari,Tefé
1300805,1300144,"13","13",AM,AM,Borba,Apuí
1300805,1300300,"13","13",AM,AM,Borba,Autazes
1300805,1302900,"13","13",AM,AM,Borba,Maués
1300805,1303304,"13","13",AM,AM,Borba,Novo Aripuanã
1300805,1302702,"13","13",AM,AM,Borba,Manicoré
1300805,1302553,"13","13",AM,AM,Borba,Manaquiri
1300805,1300631,"13","13",AM,AM,Borba,Beruri
1300805,1301100,"13","13",AM,AM,Borba,Careiro
1300805,1303106,"13","13",AM,AM,Borba,Nova Olinda do Norte
5006606,5005004,"50","50",MS,MS,Ponta Porã,Jardim
5006606,5004106,"50","50",MS,MS,Ponta Porã,Guia Lopes da Laguna
5006606,5005400,"50","50",MS,MS,Ponta Porã,Maracaju
5006606,5002100,"50","50",MS,MS,Ponta Porã,Bela Vista
5006606,5001243,"50","50",MS,MS,Ponta Porã,Aral Moreira
5006606,5005251,"50","50",MS,MS,Ponta Porã,Laguna Carapã
5006606,5000906,"50","50",MS,MS,Ponta Porã,Antônio João
5006606,5003702,"50","50",MS,MS,Ponta Porã,Dourados
4209409,4207304,"42","42",SC,SC,Laguna,Imbituba
4209409,4207205,"42","42",SC,SC,Laguna,Imaruí
4209409,4208807,"42","42",SC,SC,Laguna,Jaguaruna
4209409,4218707,"42","42",SC,SC,Laguna,Tubarão
4209409,4212650,"42","42",SC,SC,Laguna,Pescaria Brava
4209409,4203956,"42","42",SC,SC,Laguna,Capivari de Baixo
4209177,4115309,"42","41",SC,PR,Jupiá,Mariópolis
4209177,4216909,"42","42",SC,SC,Jupiá,São Lourenço do Oeste
4209177,4211652,"42","42",SC,SC,Jupiá,Novo Horizonte
4209177,4128708,"42","41",SC,PR,Jupiá,Vitorino
4209177,4205605,"42","42",SC,SC,Jupiá,Galvão
1100130,1101757,"11","11",RO,RO,Machadinho D'Oeste,Vale do Anari
1100130,1303304,"11","13",RO,AM,Machadinho D'Oeste,Novo Aripuanã
1100130,5103254,"11","51",RO,MT,Machadinho D'Oeste,Colniza
1100130,1301704,"11","13",RO,AM,Machadinho D'Oeste,Humaitá
1100130,1302702,"11","13",RO,AM,Machadinho D'Oeste,Manicoré
1100130,1100023,"11","11",RO,RO,Machadinho D'Oeste,Ariquemes
1100130,1100940,"11","11",RO,RO,Machadinho D'Oeste,Cujubim
1100130,1100262,"11","11",RO,RO,Machadinho D'Oeste,Rio Crespo
1100130,1100205,"11","11",RO,RO,Machadinho D'Oeste,Porto Velho
1507300,1504208,"15","15",PA,PA,São Félix do Xingu,Marabá
1507300,1502764,"15","15",PA,PA,São Félix do Xingu,Cumaru do Norte
1507300,5106422,"15","51",PA,MT,São Félix do Xingu,Peixoto de Azevedo
1507300,5108600,"15","51",PA,MT,São Félix do Xingu,Vila Rica
1507300,1506708,"15","15",PA,PA,São Félix do Xingu,Santana do Araguaia
1507300,1500602,"15","15",PA,PA,São Félix do Xingu,Altamira
1507300,1500859,"15","15",PA,PA,São Félix do Xingu,Anapu
1507300,1505437,"15","15",PA,PA,São Félix do Xingu,Ourilândia do Norte
1507300,5107743,"15","51",PA,MT,São Félix do Xingu,Santa Cruz do Xingu
1507300,1507805,"15","15",PA,PA,São Félix do Xingu,Senador José Porfírio
1507300,1508084,"15","15",PA,PA,São Félix do Xingu,Tucumã
1507300,1505064,"15","15",PA,PA,São Félix do Xingu,Novo Repartimento
1507300,1505536,"15","15",PA,PA,São Félix do Xingu,Parauapebas
3170404,5206206,"31","52",MG,GO,Unaí,Cristalina
3170404,3147006,"31","31",MG,MG,Unaí,Paracatu
3170404,3136306,"31","31",MG,MG,Unaí,João Pinheiro
3170404,3104502,"31","31",MG,MG,Unaí,Arinos
3170404,3144375,"31","31",MG,MG,Unaí,Natalândia
3170404,3108552,"31","31",MG,MG,Unaí,Brasilândia de Minas
3170404,3170479,"31","31",MG,MG,Unaí,Uruana de Minas
3170404,5204003,"31","52",MG,GO,Unaí,Cabeceiras
3170404,3109451,"31","31",MG,MG,Unaí,Cabeceira Grande
3170404,3108206,"31","31",MG,MG,Unaí,Bonfinópolis de Minas
3170404,3122470,"31","31",MG,MG,Unaí,Dom Bosco
3170404,3109303,"31","31",MG,MG,Unaí,Buritis
3117207,3144409,"31","31",MG,MG,Conceição das Pedras,Natércia
3117207,3135902,"31","31",MG,MG,Conceição das Pedras,Jesuânia
3117207,3145505,"31","31",MG,MG,Conceição das Pedras,Olímpio Noronha
3117207,3120508,"31","31",MG,MG,Conceição das Pedras,Cristina
3117207,3149101,"31","31",MG,MG,Conceição das Pedras,Pedralva
5106422,1507300,"51","15",MT,PA,Peixoto de Azevedo,São Félix do Xingu
5106422,5107354,"51","51",MT,MT,Peixoto de Azevedo,São José do Xingu
5106422,5105606,"51","51",MT,MT,Peixoto de Azevedo,Matupá
5106422,1500602,"51","15",MT,PA,Peixoto de Azevedo,Altamira
5106422,5105580,"51","51",MT,MT,Peixoto de Azevedo,Marcelândia
5106422,5107743,"51","51",MT,MT,Peixoto de Azevedo,Santa Cruz do Xingu
5106422,5108055,"51","51",MT,MT,Peixoto de Azevedo,Terra Nova do Norte
5106422,5108808,"51","51",MT,MT,Peixoto de Azevedo,Nova Guarita
5106422,5106190,"51","51",MT,MT,Peixoto de Azevedo,Nova Santa Helena
2100600,2100055,"21","21",MA,MA,Amarante do Maranhão,Açailândia
2100600,2102036,"21","21",MA,MA,Amarante do Maranhão,Bom Jesus das Selvas
2100600,2102325,"21","21",MA,MA,Amarante do Maranhão,Buriticupu
2100600,2107001,"21","21",MA,MA,Amarante do Maranhão,Montes Altos
2100600,2105500,"21","21",MA,MA,Amarante do Maranhão,João Lisboa
2100600,2110005,"21","21",MA,MA,Amarante do Maranhão,Santa Luzia
2100600,2100956,"21","21",MA,MA,Amarante do Maranhão,Arame
2100600,2111763,"21","21",MA,MA,Amarante do Maranhão,Senador La Rocque
2100600,2111805,"21","21",MA,MA,Amarante do Maranhão,Sítio Novo
2100600,2104800,"21","21",MA,MA,Amarante do Maranhão,Grajaú
2100600,2102358,"21","21",MA,MA,Amarante do Maranhão,Buritirana
3517208,3541604,"35","35",SP,SP,Guaiçara,Promissão
3517208,3517000,"35","35",SP,SP,Guaiçara,Getulina
3517208,3527108,"35","35",SP,SP,Guaiçara,Lins
3517208,3544608,"35","35",SP,SP,Guaiçara,Sabino
2920106,2924801,"29","29",BA,BA,Mairi,Piritiba
2920106,2922102,"29","29",BA,BA,Mairi,Mundo Novo
2920106,2921203,"29","29",BA,BA,Mairi,Miguel Calmon
2920106,2906857,"29","29",BA,BA,Mairi,Capela do Alto Alegre
2920106,2924652,"29","29",BA,BA,Mairi,Pintadas
2920106,2933059,"29","29",BA,BA,Mairi,Várzea da Roça
2920106,2933109,"29","29",BA,BA,Mairi,Várzea do Poço
2920106,2902609,"29","29",BA,BA,Mairi,Baixa Grande
4318622,4216503,"43","42",RS,SC,São José dos Ausentes,São Joaquim
4318622,4202503,"43","42",RS,SC,São José dos Ausentes,Bom Jardim da Serra
4318622,4311122,"43","43",RS,RS,São José dos Ausentes,Jaquirana
4318622,4218103,"43","42",RS,SC,São José dos Ausentes,Timbé do Sul
4318622,4211603,"43","42",RS,SC,São José dos Ausentes,Nova Veneza
4318622,4211256,"43","42",RS,SC,São José dos Ausentes,Morro Grande
4318622,4303608,"43","43",RS,RS,São José dos Ausentes,Cambará do Sul
4318622,4302303,"43","43",RS,RS,São José dos Ausentes,Bom Jesus
5204409,5218805,"52","52",GO,GO,Caiapônia,Rio Verde
5204409,5213103,"52","52",GO,GO,Caiapônia,Mineiros
5204409,5203401,"52","52",GO,GO,Caiapônia,Bom Jardim de Goiás
5204409,5211909,"52","52",GO,GO,Caiapônia,Jataí
5204409,5215652,"52","52",GO,GO,Caiapônia,Palestina de Goiás
5204409,5217203,"52","52",GO,GO,Caiapônia,Piranhas
5204409,5216452,"52","52",GO,GO,Caiapônia,Perolândia
5204409,5213756,"52","52",GO,GO,Caiapônia,Montividiu
5204409,5202353,"52","52",GO,GO,Caiapônia,Arenópolis
5204409,5207253,"52","52",GO,GO,Caiapônia,Doverlândia
5204409,5211602,"52","52",GO,GO,Caiapônia,Ivolândia
5204409,5203104,"52","52",GO,GO,Caiapônia,Baliza
3149606,3139706,"31","31",MG,MG,Pequi,Maravilhas
3149606,3145802,"31","31",MG,MG,Pequi,Onça de Pitangui
3149606,3163102,"31","31",MG,MG,Pequi,São José da Varginha
3149606,3126406,"31","31",MG,MG,Pequi,Fortuna de Minas
3537503,3541653,"35","35",SP,SP,Pereiras,Quadra
3537503,3511607,"35","35",SP,SP,Pereiras,Cesário Lange
3537503,3540507,"35","35",SP,SP,Pereiras,Porangaba
3537503,3526407,"35","35",SP,SP,Pereiras,Laranjal Paulista
3537503,3512308,"35","35",SP,SP,Pereiras,Conchas
1300144,1503754,"13","15",AM,PA,Apuí,Jacareacanga
1300144,1300805,"13","13",AM,AM,Apuí,Borba
1300144,1302900,"13","13",AM,AM,Apuí,Maués
1300144,1303304,"13","13",AM,AM,Apuí,Novo Aripuanã
1300144,5103379,"13","51",AM,MT,Apuí,Cotriguaçu
1300144,5103254,"13","51",AM,MT,Apuí,Colniza
1300144,5100805,"13","51",AM,MT,Apuí,Apiacás
4108452,4105409,"41","41",PR,PR,Foz do Jordão,Chopinzinho
4108452,4104428,"41","41",PR,PR,Foz do Jordão,Candói
4108452,4121752,"41","41",PR,PR,Foz do Jordão,Reserva do Iguaçu
4108452,4114401,"41","41",PR,PR,Foz do Jordão,Mangueirinha
4108452,4119301,"41","41",PR,PR,Foz do Jordão,Pinhão
5206206,3170404,"52","31",GO,MG,Cristalina,Unaí
5206206,3147006,"52","31",GO,MG,Cristalina,Paracatu
5206206,5300108,"52","53",GO,DF,Cristalina,Brasília
5206206,5210109,"52","52",GO,GO,Cristalina,Ipameri
5206206,3109451,"52","31",GO,MG,Cristalina,Cabeceira Grande
5206206,5205497,"52","52",GO,GO,Cristalina,Cidade Ocidental
5206206,5212501,"52","52",GO,GO,Cristalina,Luziânia
4117503,4107306,"41","41",PR,PR,Paiçandu,Doutor Camargo
4117503,4114104,"41","41",PR,PR,Paiçandu,Mandaguaçu
4117503,4111605,"41","41",PR,PR,Paiçandu,Ivatuba
4117503,4107900,"41","41",PR,PR,Paiçandu,Floresta
4117503,4115200,"41","41",PR,PR,Paiçandu,Maringá
4117503,4117404,"41","41",PR,PR,Paiçandu,Ourizona
1302801,1303601,"13","13",AM,AM,Maraã,Santa Isabel do Rio Negro
1302801,1302108,"13","13",AM,AM,Maraã,Japurá
1302801,1301209,"13","13",AM,AM,Maraã,Coari
1302801,1300409,"13","13",AM,AM,Maraã,Barcelos
1302801,1301308,"13","13",AM,AM,Maraã,Codajás
1302801,1304260,"13","13",AM,AM,Maraã,Uarini
1302801,1300029,"13","13",AM,AM,Maraã,Alvarães
1302801,1301605,"13","13",AM,AM,Maraã,Fonte Boa
1302801,1304203,"13","13",AM,AM,Maraã,Tefé
1302009,1303957,"13","13",AM,AM,Itapiranga,São Sebastião do Uatumã
1302009,1303536,"13","13",AM,AM,Itapiranga,Presidente Figueiredo
1302009,1304302,"13","13",AM,AM,Itapiranga,Urucará
1302009,1304401,"13","13",AM,AM,Itapiranga,Urucurituba
1302009,1304005,"13","13",AM,AM,Itapiranga,Silves
1302009,1303569,"13","13",AM,AM,Itapiranga,Rio Preto da Eva
1302009,1301902,"13","13",AM,AM,Itapiranga,Itacoatiara
3164803,3143708,"31","31",MG,MG,São Sebastião do Rio Preto,Morro do Pilar
3164803,3125903,"31","31",MG,MG,São Sebastião do Rio Preto,Ferros
3164803,3132800,"31","31",MG,MG,São Sebastião do Rio Preto,Itambé do Mato Dentro
3164803,3117504,"31","31",MG,MG,São Sebastião do Rio Preto,Conceição do Mato Dentro
3164803,3147501,"31","31",MG,MG,São Sebastião do Rio Preto,Passabém
3164803,3160504,"31","31",MG,MG,São Sebastião do Rio Preto,Santo Antônio do Rio Abaixo
3540101,3555901,"35","35",SP,SP,Pongaí,Uru
3540101,3518107,"35","35",SP,SP,Pongaí,Guarantã
3540101,3533502,"35","35",SP,SP,Pongaí,Novo Horizonte
3540101,3508801,"35","35",SP,SP,Pongaí,Cafelândia
3540101,3538907,"35","35",SP,SP,Pongaí,Pirajuí
1504455,1508159,"15","15",PA,PA,Medicilândia,Uruará
1504455,1501725,"15","15",PA,PA,Medicilândia,Brasil Novo
1504455,1505908,"15","15",PA,PA,Medicilândia,Porto de Moz
1504455,1506005,"15","15",PA,PA,Medicilândia,Prainha
1400050,1400027,"14","14",RR,RR,Alto Alegre,Amajari
1400050,1400282,"14","14",RR,RR,Alto Alegre,Iracema
1400050,1400308,"14","14",RR,RR,Alto Alegre,Mucajaí
1400050,1400100,"14","14",RR,RR,Alto Alegre,Boa Vista
4306320,4321907,"43","43",RS,RS,Derrubadas,Três Passos
4306320,4321402,"43","43",RS,RS,Derrubadas,Tenente Portela
4306320,4208401,"43","42",RS,SC,Derrubadas,Itapiranga
4306320,4307450,"43","43",RS,RS,Derrubadas,Esperança do Sul
4306320,4301859,"43","43",RS,RS,Derrubadas,Barra do Guarita
2917359,5206701,"29","52",BA,GO,Jaborandi,Damianópolis
2917359,2908101,"29","29",BA,BA,Jaborandi,Cocos
2917359,5209408,"29","52",BA,GO,Jaborandi,Guarani de Goiás
2917359,2909109,"29","29",BA,BA,Jaborandi,Coribe
2917359,5212709,"29","52",BA,GO,Jaborandi,Mambaí
2917359,2928109,"29","29",BA,BA,Jaborandi,Santa Maria da Vitória
2917359,5218300,"29","52",BA,GO,Jaborandi,Posse
2917359,2929057,"29","29",BA,BA,Jaborandi,São Félix do Coribe
2917359,2909307,"29","29",BA,BA,Jaborandi,Correntina
2917359,5220702,"29","52",BA,GO,Jaborandi,Sítio d'Abadia
1100015,1101492,"11","11",RO,RO,Alta Floresta D'Oeste,São Francisco do Guaporé
1100015,1100320,"11","11",RO,RO,Alta Floresta D'Oeste,São Miguel do Guaporé
1100015,1100379,"11","11",RO,RO,Alta Floresta D'Oeste,Alto Alegre dos Parecis
1100015,1100288,"11","11",RO,RO,Alta Floresta D'Oeste,Rolim de Moura
1100015,1100148,"11","11",RO,RO,Alta Floresta D'Oeste,Nova Brasilândia D'Oeste
1100015,1100502,"11","11",RO,RO,Alta Floresta D'Oeste,Novo Horizonte do Oeste
1100015,1100296,"11","11",RO,RO,Alta Floresta D'Oeste,Santa Luzia D'Oeste
4113007,4101705,"41","41",PR,PR,Jussara,Araruna
4113007,4105508,"41","41",PR,PR,Jussara,Cianorte
4113007,4126108,"41","41",PR,PR,Jussara,São Tomé
4113007,4125308,"41","41",PR,PR,Jussara,São Jorge do Ivaí
4113007,4127205,"41","41",PR,PR,Jussara,Terra Boa
5209101,5218052,"52","52",GO,GO,Goiatuba,Porteirão
5209101,5222054,"52","52",GO,GO,Goiatuba,Vicentinópolis
5209101,5203906,"52","52",GO,GO,Goiatuba,Buriti Alegre
5209101,5203500,"52","52",GO,GO,Goiatuba,Bom Jesus de Goiás
5209101,5205059,"52","52",GO,GO,Goiatuba,Castelândia
5209101,5212105,"52","52",GO,GO,Goiatuba,Joviânia
5209101,5211503,"52","52",GO,GO,Goiatuba,Itumbiara
5209101,5213806,"52","52",GO,GO,Goiatuba,Morrinhos
5209101,5216007,"52","52",GO,GO,Goiatuba,Panamá
