"ibge_mun1","ibge_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
"3518701","3548500","SP","SP","Guarujá","Santos"
"3520301","3509908","SP","SP","Iguape","Cananéia"
"3520301","3520426","SP","SP","Iguape","Ilha Comprida"
"3520301","3537602","SP","SP","Iguape","Peruíbe"
"3520426","3509908","SP","SP","Ilha Comprida","Cananéia"
"3520426","3520301","SP","SP","Ilha Comprida","Iguape"
"3522109","3531100","SP","SP","Itanhaém","Mongaguá"
"3522109","3537602","SP","SP","Itanhaém","Peruíbe"
"3522109","3551009","SP","SP","Itanhaém","São Vicente"
"3531100","3522109","SP","SP","Mongaguá","Itanhaém"
"3531100","3541000","SP","SP","Mongaguá","Praia Grande"
"3531100","3551009","SP","SP","Mongaguá","São Vicente"
"3537602","3520301","SP","SP","Peruíbe","Iguape"
"3537602","3522109","SP","SP","Peruíbe","Itanhaém"
"3541000","3531100","SP","SP","Praia Grande","Mongaguá"
"3541000","3551009","SP","SP","Praia Grande","São Vicente"
"3548500","3506359","SP","SP","Santos","Bertioga"
"3548500","3518701","SP","SP","Santos","Guarujá"
"3548500","3551009","SP","SP","Santos","São Vicente"
"3550704","3506359","SP","SP","São Sebastião","Bertioga"
"3550704","3510500","SP","SP","São Sebastião","Caraguatatuba"
"3551009","3522109","SP","SP","São Vicente","Itanhaém"
"3551009","3531100","SP","SP","São Vicente","Mongaguá"
"3551009","3541000","SP","SP","São Vicente","Praia Grande"
"3551009","3548500","SP","SP","São Vicente","Santos"
"3555406","3303807","SP","RJ","Ubatuba","Paraty"
"3555406","3510500","SP","SP","Ubatuba","Caraguatatuba"
"4109500","3509908","PR","SP","Guaraqueçaba","Cananéia"
"4109500","4118204","PR","PR","Guaraqueçaba","Paranaguá"
"4109609","4115705","PR","PR","Guaratuba","Matinhos"
"4109609","4118204","PR","PR","Guaratuba","Paranaguá"
"4109609","4208450","PR","SC","Guaratuba","Itapoá"
"4115705","4109609","PR","PR","Matinhos","Guaratuba"
"4115705","4118204","PR","PR","Matinhos","Paranaguá"
"4115705","4119954","PR","PR","Matinhos","Pontal do Paraná"
"4118204","4109500","PR","PR","Paranaguá","Guaraqueçaba"
"4118204","4109609","PR","PR","Paranaguá","Guaratuba"
"4118204","4115705","PR","PR","Paranaguá","Matinhos"
"4118204","4119954","PR","PR","Paranaguá","Pontal do Paraná"
"4119954","4115705","PR","PR","Pontal do Paraná","Matinhos"
"4119954","4118204","PR","PR","Pontal do Paraná","Paranaguá"
"4201307","4202057","SC","SC","Araquari","Balneário Barra do Sul"
"4201307","4202107","SC","SC","Araquari","Barra Velha"
"4201307","4216206","SC","SC","Araquari","São Francisco do Sul"
"4201406","4201950","SC","SC","Araranguá","Balneário Arroio do Silva"
"4201406","4202073","SC","SC","Araranguá","Balneário Gaivota"
"4201406","4220000","SC","SC","Araranguá","Balneário Rincão"
"4201950","4201406","SC","SC","Balneário Arroio do Silva","Araranguá"
"4201950","4202073","SC","SC","Balneário Arroio do Silva","Balneário Gaivota"
"4202008","4208203","SC","SC","Balneário Camboriú","Itajaí"
"4202008","4208302","SC","SC","Balneário Camboriú","Itapema"
"4202057","4201307","SC","SC","Balneário Barra do Sul","Araquari"
"4202057","4216206","SC","SC","Balneário Barra do Sul","São Francisco do Sul"
"4202073","4201406","SC","SC","Balneário Gaivota","Araranguá"
"4202073","4201950","SC","SC","Balneário Gaivota","Balneário Arroio do Silva"
"4202073","4212254","SC","SC","Balneário Gaivota","Passo de Torres"
"4202107","4201307","SC","SC","Barra Velha","Araquari"
"4202107","4212809","SC","SC","Barra Velha","Balneário Piçarras"
"4202453","4213500","SC","SC","Bombinhas","Porto Belo"
"4205407","4206009","SC","SC","Florianópolis","Governador Celso Ramos"
"4205407","4211900","SC","SC","Florianópolis","Palhoça"
"4205704","4207304","SC","SC","Garopaba","Imbituba"
"4205704","4212304","SC","SC","Garopaba","Paulo Lopes"
"4206009","4205407","SC","SC","Governador Celso Ramos","Florianópolis"
"4206009","4218004","SC","SC","Governador Celso Ramos","Tijucas"
"4207304","4205704","SC","SC","Imbituba","Garopaba"
"4207304","4209409","SC","SC","Imbituba","Laguna"
"4207304","4212304","SC","SC","Imbituba","Paulo Lopes"
"4208203","4202008","SC","SC","Itajaí","Balneário Camboriú"
"4208203","4211306","SC","SC","Itajaí","Navegantes"
"4208302","4202008","SC","SC","Itapema","Balneário Camboriú"
"4208302","4213500","SC","SC","Itapema","Porto Belo"
"4208302","4218004","SC","SC","Itapema","Tijucas"
"4208450","4109609","SC","PR","Itapoá","Guaratuba"
"4208450","4216206","SC","SC","Itapoá","São Francisco do Sul"
"4208807","4209409","SC","SC","Jaguaruna","Laguna"
"4208807","4220000","SC","SC","Jaguaruna","Balneário Rincão"
"4209409","4207304","SC","SC","Laguna","Imbituba"
"4209409","4208807","SC","SC","Laguna","Jaguaruna"
"4211306","4208203","SC","SC","Navegantes","Itajaí"
"4211306","4212502","SC","SC","Navegantes","Penha"
"4211306","4212809","SC","SC","Navegantes","Balneário Piçarras"
"4211900","4205407","SC","SC","Palhoça","Florianópolis"
"4211900","4212304","SC","SC","Palhoça","Paulo Lopes"
"4212254","4202073","SC","SC","Passo de Torres","Balneário Gaivota"
"4212254","4321501","SC","RS","Passo de Torres","Torres"
"4212304","4205704","SC","SC","Paulo Lopes","Garopaba"
"4212304","4207304","SC","SC","Paulo Lopes","Imbituba"
"4212304","4211900","SC","SC","Paulo Lopes","Palhoça"
"4212502","4211306","SC","SC","Penha","Navegantes"
"4212502","4212809","SC","SC","Penha","Balneário Piçarras"
"4212809","4202107","SC","SC","Balneário Piçarras","Barra Velha"
"4212809","4211306","SC","SC","Balneário Piçarras","Navegantes"
"4212809","4212502","SC","SC","Balneário Piçarras","Penha"
"4213500","4202453","SC","SC","Porto Belo","Bombinhas"
"4213500","4208302","SC","SC","Porto Belo","Itapema"
"4213500","4218004","SC","SC","Porto Belo","Tijucas"
"4216206","4201307","SC","SC","São Francisco do Sul","Araquari"
"4216206","4202057","SC","SC","São Francisco do Sul","Balneário Barra do Sul"
"4216206","4208450","SC","SC","São Francisco do Sul","Itapoá"
"4218004","4206009","SC","SC","Tijucas","Governador Celso Ramos"
"4218004","4208302","SC","SC","Tijucas","Itapema"
"4218004","4213500","SC","SC","Tijucas","Porto Belo"
"4220000","4201406","SC","SC","Balneário Rincão","Araranguá"
"4220000","4208807","SC","SC","Balneário Rincão","Jaguaruna"
"4300002","4312500","RS","RS","Lagoa dos Patos","Mostardas"
"4300002","4313656","RS","RS","Lagoa dos Patos","Palmares do Sul"
"4300002","4315602","RS","RS","Lagoa dos Patos","Rio Grande"
"4300002","4318507","RS","RS","Lagoa dos Patos","São José do Norte"
"4300002","4321352","RS","RS","Lagoa dos Patos","Tavares"
"4301057","4321436","RS","RS","Arroio do Sal","Terra de Areia"
"4301057","4321501","RS","RS","Arroio do Sal","Torres"
"4301636","4305454","RS","RS","Balneário Pinhal","Cidreira"
"4301636","4313656","RS","RS","Balneário Pinhal","Palmares do Sul"
"4304630","4321436","RS","RS","Capão da Canoa","Terra de Areia"
"4304630","4323804","RS","RS","Capão da Canoa","Xangri-lá"
"4305454","4301636","RS","RS","Cidreira","Balneário Pinhal"
"4305454","4313508","RS","RS","Cidreira","Osório"
"4305454","4321600","RS","RS","Cidreira","Tramandaí"
"4310330","4313508","RS","RS","Imbé","Osório"
"4310330","4321600","RS","RS","Imbé","Tramandaí"
"4312500","4300002","RS","RS","Mostardas","Lagoa dos Patos"
"4312500","4313656","RS","RS","Mostardas","Palmares do Sul"
"4312500","4321352","RS","RS","Mostardas","Tavares"
"4313508","4305454","RS","RS","Osório","Cidreira"
"4313508","4310330","RS","RS","Osório","Imbé"
"4313508","4321600","RS","RS","Osório","Tramandaí"
"4313508","4323804","RS","RS","Osório","Xangri-lá"
"4313656","4300002","RS","RS","Palmares do Sul","Lagoa dos Patos"
"4313656","4301636","RS","RS","Palmares do Sul","Balneário Pinhal"
"4313656","4312500","RS","RS","Palmares do Sul","Mostardas"
"4315602","4300002","RS","RS","Rio Grande","Lagoa dos Patos"
"4315602","4317301","RS","RS","Rio Grande","Santa Vitória do Palmar"
"4317301","4315602","RS","RS","Santa Vitória do Palmar","Rio Grande"
"4318507","4300002","RS","RS","São José do Norte","Lagoa dos Patos"
"4318507","4321352","RS","RS","São José do Norte","Tavares"
"4321352","4300002","RS","RS","Tavares","Lagoa dos Patos"
"4321352","4312500","RS","RS","Tavares","Mostardas"
"4321352","4318507","RS","RS","Tavares","São José do Norte"
"4321436","4301057","RS","RS","Terra de Areia","Arroio do Sal"
"4321436","4304630","RS","RS","Terra de Areia","Capão da Canoa"
"4321501","4212254","RS","SC","Torres","Passo de Torres"
"4321501","4301057","RS","RS","Torres","Arroio do Sal"
"4321600","4305454","RS","RS","Tramandaí","Cidreira"
"4321600","4310330","RS","RS","Tramandaí","Imbé"
"4321600","4313508","RS","RS","Tramandaí","Osório"
"4323804","4304630","RS","RS","Xangri-lá","Capão da Canoa"
"4323804","4313508","RS","RS","Xangri-lá","Osório"
