"ibge_mun1","ibge_mun2","uf_mun1","uf_mun2","municipio_1","municipio_2"
"4206405","4202099","SC","SC","Guaraciaba","Barra Bonita"
"4206405","4212239","SC","SC","Guaraciaba","Paraíso"
"4206603","4205001","SC","SC","Guarujá do Sul","Dionísio Cerqueira"
"4206603","4212007","SC","SC","Guarujá do Sul","Palma Sola"
"4206603","4214151","SC","SC","Guarujá do Sul","Princesa"
"4206652","4204103","SC","SC","Guatambú","Caxambu do Sul"
"4206652","4204202","SC","SC","Guatambú","Chapecó"
"4206652","4213153","SC","SC","Guatambú","Planalto Alegre"
"4207650","4204905","SC","SC","Iporã do Oeste","Descanso"
"4207650","4211009","SC","SC","Iporã do Oeste","Mondaí"
"4207650","4215075","SC","SC","Iporã do Oeste","Riqueza"
"4207650","4215554","SC","SC","Iporã do Oeste","Santa Helena"
"4207684","4200101","SC","SC","Ipuaçu","Abelardo Luz"
"4207684","4202537","SC","SC","Ipuaçu","Bom Jesus"
"4207684","4205175","SC","SC","Ipuaçu","Entre Rios"
"4207684","4209458","SC","SC","Ipuaçu","Lajeado Grande"
"4207700","4201273","SC","SC","Ipumirim","Arabutã"
"4207700","4204301","SC","SC","Ipumirim","Concórdia"
"4207700","4205308","SC","SC","Ipumirim","Faxinal dos Guedes"
"4207700","4213401","SC","SC","Ipumirim","Ponte Serrada"
"4207759","4203105","SC","SC","Iraceminha","Caibi"
"4207759","4204707","SC","SC","Iraceminha","Cunha Porã"
"4207759","4204905","SC","SC","Iraceminha","Descanso"
"4207759","4205357","SC","SC","Iraceminha","Flor do Sertão"
"4207759","4210506","SC","SC","Iraceminha","Maravilha"
"4207759","4215075","SC","SC","Iraceminha","Riqueza"
"4207858","4205431","SC","SC","Irati","Formosa do Sul"
"4207858","4208955","SC","SC","Irati","Jardinópolis"
"4207858","4215356","SC","SC","Irati","Saltinho"
"4208005","4201273","SC","SC","Itá","Arabutã"
"4208005","4204301","SC","SC","Itá","Concórdia"
"4208005","4211876","SC","SC","Itá","Paial"
"4208401","4211009","SC","SC","Itapiranga","Mondaí"
"4208955","4205431","SC","SC","Jardinópolis","Formosa do Sul"
"4208955","4207858","SC","SC","Jardinópolis","Irati"
"4208955","4214201","SC","SC","Jardinópolis","Quilombo"
"4209177","4128708","SC","PR","Jupiá","Vitorino"
"4209177","4205605","SC","SC","Jupiá","Galvão"
"4209177","4211652","SC","SC","Jupiá","Novo Horizonte"
"4209458","4204400","SC","SC","Lajeado Grande","Coronel Freitas"
"4209458","4205175","SC","SC","Lajeado Grande","Entre Rios"
"4209458","4207684","SC","SC","Lajeado Grande","Ipuaçu"
"4209458","4210555","SC","SC","Lajeado Grande","Marema"
"4210506","4202578","SC","SC","Maravilha","Bom Jesus do Oeste"
"4210506","4204707","SC","SC","Maravilha","Cunha Porã"
"4210506","4205357","SC","SC","Maravilha","Flor do Sertão"
"4210506","4207759","SC","SC","Maravilha","Iraceminha"
"4210506","4210902","SC","SC","Maravilha","Modelo"
"4210555","4204400","SC","SC","Marema","Coronel Freitas"
"4210555","4205175","SC","SC","Marema","Entre Rios"
"4210555","4209458","SC","SC","Marema","Lajeado Grande"
"4210555","4214201","SC","SC","Marema","Quilombo"
"4210902","4202578","SC","SC","Modelo","Bom Jesus do Oeste"
"4210902","4204707","SC","SC","Modelo","Cunha Porã"
"4210902","4210506","SC","SC","Modelo","Maravilha"
"4210902","4212908","SC","SC","Modelo","Pinhalzinho"
"4211009","4203105","SC","SC","Mondaí","Caibi"
"4211009","4207650","SC","SC","Mondaí","Iporã do Oeste"
"4211009","4208401","SC","SC","Mondaí","Itapiranga"
"4211009","4215075","SC","SC","Mondaí","Riqueza"
"4211405","4200507","SC","SC","Nova Erechim","Águas de Chapecó"
"4211405","4200556","SC","SC","Nova Erechim","Águas Frias"
"4211405","4204400","SC","SC","Nova Erechim","Coronel Freitas"
"4211405","4211454","SC","SC","Nova Erechim","Nova Itaberaba"
"4211405","4212908","SC","SC","Nova Erechim","Pinhalzinho"
"4211405","4213153","SC","SC","Nova Erechim","Planalto Alegre"
"4211454","4204202","SC","SC","Nova Itaberaba","Chapecó"
"4211454","4204400","SC","SC","Nova Itaberaba","Coronel Freitas"
"4211454","4211405","SC","SC","Nova Itaberaba","Nova Erechim"
"4211454","4213153","SC","SC","Nova Itaberaba","Planalto Alegre"
"4211652","4204459","SC","SC","Novo Horizonte","Coronel Martins"
"4211652","4205431","SC","SC","Novo Horizonte","Formosa do Sul"
"4211652","4205605","SC","SC","Novo Horizonte","Galvão"
"4211652","4209177","SC","SC","Novo Horizonte","Jupiá"
"4211652","4215695","SC","SC","Novo Horizonte","Santiago do Sul"
"4211850","4200101","SC","SC","Ouro Verde","Abelardo Luz"
"4211850","4202537","SC","SC","Ouro Verde","Bom Jesus"
"4211850","4205308","SC","SC","Ouro Verde","Faxinal dos Guedes"
"4211876","4204202","SC","SC","Paial","Chapecó"
"4211876","4208005","SC","SC","Paial","Itá"
"4212007","4200804","SC","SC","Palma Sola","Anchieta"
"4212007","4203501","SC","SC","Palma Sola","Campo Erê"
"4212007","4205001","SC","SC","Palma Sola","Dionísio Cerqueira"
"4212007","4206603","SC","SC","Palma Sola","Guarujá do Sul"
"4212106","4203105","SC","SC","Palmitos","Caibi"
"4212106","4204707","SC","SC","Palmitos","Cunha Porã"
"4212106","4204756","SC","SC","Palmitos","Cunhataí"
"4212239","4202081","SC","SC","Paraíso","Bandeirante"
"4212239","4206405","SC","SC","Paraíso","Guaraciaba"
"4212908","4200556","SC","SC","Pinhalzinho","Águas Frias"
"4212908","4210902","SC","SC","Pinhalzinho","Modelo"
"4212908","4211405","SC","SC","Pinhalzinho","Nova Erechim"
"4213153","4200507","SC","SC","Planalto Alegre","Águas de Chapecó"
"4213153","4204103","SC","SC","Planalto Alegre","Caxambu do Sul"
"4213153","4204202","SC","SC","Planalto Alegre","Chapecó"
"4213153","4206652","SC","SC","Planalto Alegre","Guatambú"
"4213153","4211405","SC","SC","Planalto Alegre","Nova Erechim"
"4213153","4211454","SC","SC","Planalto Alegre","Nova Itaberaba"
"4213401","4207700","SC","SC","Ponte Serrada","Ipumirim"
"4214151","4205001","SC","SC","Princesa","Dionísio Cerqueira"
"4214151","4206603","SC","SC","Princesa","Guarujá do Sul"
"4214201","4204400","SC","SC","Quilombo","Coronel Freitas"
"4214201","4205175","SC","SC","Quilombo","Entre Rios"
"4214201","4205431","SC","SC","Quilombo","Formosa do Sul"
"4214201","4208955","SC","SC","Quilombo","Jardinópolis"
"4214201","4210555","SC","SC","Quilombo","Marema"
"4214201","4215695","SC","SC","Quilombo","Santiago do Sul"
"4215075","4203105","SC","SC","Riqueza","Caibi"
"4215075","4204905","SC","SC","Riqueza","Descanso"
"4215075","4207650","SC","SC","Riqueza","Iporã do Oeste"
"4215075","4207759","SC","SC","Riqueza","Iraceminha"
"4215075","4211009","SC","SC","Riqueza","Mondaí"
"4215208","4200804","SC","SC","Romelândia","Anchieta"
"4215208","4202099","SC","SC","Romelândia","Barra Bonita"
"4215208","4203501","SC","SC","Romelândia","Campo Erê"
"4215208","4205357","SC","SC","Romelândia","Flor do Sertão"
"4215208","4215687","SC","SC","Romelândia","Santa Terezinha do Progresso"
"4215356","4202578","SC","SC","Saltinho","Bom Jesus do Oeste"
"4215356","4203501","SC","SC","Saltinho","Campo Erê"
"4215356","4207858","SC","SC","Saltinho","Irati"
"4215356","4215687","SC","SC","Saltinho","Santa Terezinha do Progresso"
"4215554","4202156","SC","SC","Santa Helena","Belmonte"
"4215554","4204905","SC","SC","Santa Helena","Descanso"
"4215554","4207650","SC","SC","Santa Helena","Iporã do Oeste"
"4215687","4202578","SC","SC","Santa Terezinha do Progresso","Bom Jesus do Oeste"
"4215687","4203501","SC","SC","Santa Terezinha do Progresso","Campo Erê"
"4215687","4215208","SC","SC","Santa Terezinha do Progresso","Romelândia"
"4215687","4215356","SC","SC","Santa Terezinha do Progresso","Saltinho"
"4215695","4204459","SC","SC","Santiago do Sul","Coronel Martins"
"4215695","4205431","SC","SC","Santiago do Sul","Formosa do Sul"
"4215695","4211652","SC","SC","Santiago do Sul","Novo Horizonte"
"4215695","4214201","SC","SC","Santiago do Sul","Quilombo"
"4215752","4216909","SC","SC","São Bernardino","São Lourenço do Oeste"
"4216008","4217303","SC","SC","São Carlos","Saudades"
"4216008","4300505","SC","RS","São Carlos","Alpestre"
"4216255","4218756","SC","SC","São João do Oeste","Tunápolis"
"4216909","4215752","SC","SC","São Lourenço do Oeste","São Bernardino"
"4217154","4217956","SC","SC","São Miguel da Boa Vista","Tigrinhos"
"4217303","4216008","SC","SC","Saudades","São Carlos"
"4217501","4219606","SC","SC","Seara","Xavantina"
"4217550","4217758","SC","SC","Serra Alta","Sul Brasil"
"4217758","4217550","SC","SC","Sul Brasil","Serra Alta"
"4217758","4218855","SC","SC","Sul Brasil","União do Oeste"
"4217956","4217154","SC","SC","Tigrinhos","São Miguel da Boa Vista"
"4218756","4216255","SC","SC","Tunápolis","São João do Oeste"
"4218855","4217758","SC","SC","União do Oeste","Sul Brasil"
"4219507","4219606","SC","SC","Xanxerê","Xavantina"
"4219507","4219705","SC","SC","Xanxerê","Xaxim"
"4219606","4217501","SC","SC","Xavantina","Seara"
"4219606","4219507","SC","SC","Xavantina","Xanxerê"
"4219705","4219507","SC","SC","Xaxim","Xanxerê"
"4300001","4301305","RS","RS","Lagoa Mirim","Arroio Grande"
"4300034","4301602","RS","RS","Aceguá","Bagé"
"4300034","4304358","RS","RS","Aceguá","Candiota"
"4300034","4309654","RS","RS","Aceguá","Hulha Negra"
"4300208","4302584","RS","RS","Ajuricaba","Bozano"
"4300208","4305702","RS","RS","Ajuricaba","Condor"
"4300406","4302907","RS","RS","Alegrete","Cacequi"
"4300471","4304705","RS","RS","Almirante Tamandaré do Sul","Carazinho"
"4300471","4305306","RS","RS","Almirante Tamandaré do Sul","Chapada"
"4300471","4305850","RS","RS","Almirante Tamandaré do Sul","Coqueiros do Sul"
"4300505","4216008","RS","SC","Alpestre","São Carlos"
"4300646","4306072","RS","RS","Ametista do Sul","Cristal do Sul"
"4300646","4308508","RS","RS","Ametista do Sul","Frederico Westphalen"
"4300901","4301701","RS","RS","Aratiba","Barão de Cotegipe"
"4300901","4301925","RS","RS","Aratiba","Barra do Rio Azul"
"4300901","4307005","RS","RS","Aratiba","Erechim"
"4301305","4300001","RS","RS","Arroio Grande","Lagoa Mirim"
"4301305","4304663","RS","RS","Arroio Grande","Capão do Leão"
"4301305","4307104","RS","RS","Arroio Grande","Herval"
"4301503","4302220","RS","RS","Augusto Pestana","Boa Vista do Cadeado"
"4301503","4305871","RS","RS","Augusto Pestana","Coronel Barros"
"4301503","4307831","RS","RS","Augusto Pestana","Eugênio de Castro"
"4301602","4300034","RS","RS","Bagé","Aceguá"
"4301602","4302808","RS","RS","Bagé","Caçapava do Sul"
"4301602","4304358","RS","RS","Bagé","Candiota"
"4301602","4306601","RS","RS","Bagé","Dom Pedrito"
"4301602","4309654","RS","RS","Bagé","Hulha Negra"
"4301701","4300901","RS","RS","Barão de Cotegipe","Aratiba"
"4301701","4301925","RS","RS","Barão de Cotegipe","Barra do Rio Azul"
"4301701","4307005","RS","RS","Barão de Cotegipe","Erechim"
"4301859","4306320","RS","RS","Barra do Guarita","Derrubadas"
"4301925","4300901","RS","RS","Barra do Rio Azul","Aratiba"
"4301925","4301701","RS","RS","Barra do Rio Azul","Barão de Cotegipe"
"4301958","4305306","RS","RS","Barra Funda","Chapada"
"4302055","4306957","RS","RS","Benjamin Constant do Sul","Entre Rios do Sul"
"4302055","4307203","RS","RS","Benjamin Constant do Sul","Erval Grande"
"4302055","4308052","RS","RS","Benjamin Constant do Sul","Faxinalzinho"
"4302154","4306429","RS","RS","Boa Vista das Missões","Dois Irmãos das Missões"
"4302154","4307302","RS","RS","Boa Vista das Missões","Erval Seco"
"4302204","4309704","RS","RS","Boa Vista do Buricá","Humaitá"
"4302220","4301503","RS","RS","Boa Vista do Cadeado","Augusto Pestana"
"4302220","4302584","RS","RS","Boa Vista do Cadeado","Bozano"
"4302220","4306106","RS","RS","Boa Vista do Cadeado","Cruz Alta"
"4302378","4302600","RS","RS","Bom Progresso","Braga"
"4302378","4304002","RS","RS","Bom Progresso","Campo Novo"
"4302378","4309704","RS","RS","Bom Progresso","Humaitá"
"4302501","4304655","RS","RS","Bossoroca","Capão do Cipó"
"4302584","4300208","RS","RS","Bozano","Ajuricaba"
"4302584","4302220","RS","RS","Bozano","Boa Vista do Cadeado"
"4302600","4302378","RS","RS","Braga","Bom Progresso"
"4302600","4304002","RS","RS","Braga","Campo Novo"
"4302600","4305900","RS","RS","Braga","Coronel Bicaco"
"4302808","4301602","RS","RS","Caçapava do Sul","Bagé"
"4302907","4300406","RS","RS","Cacequi","Alegrete"
"4303301","4309506","RS","RS","Caibaté","Guarani das Missões"
"4303400","4308508","RS","RS","Caiçara","Frederico Westphalen"
"4303707","4304309","RS","RS","Campina das Missões","Cândido Godói"
"4303707","4305207","RS","RS","Campina das Missões","Cerro Largo"
"4303806","4306130","RS","RS","Campinas do Sul","Cruzaltense"
"4304002","4302378","RS","RS","Campo Novo","Bom Progresso"
"4304002","4302600","RS","RS","Campo Novo","Braga"
"4304002","4305900","RS","RS","Campo Novo","Coronel Bicaco"
"4304002","4309704","RS","RS","Campo Novo","Humaitá"
"4304309","4303707","RS","RS","Cândido Godói","Campina das Missões"
"4304358","4300034","RS","RS","Candiota","Aceguá"
"4304358","4301602","RS","RS","Candiota","Bagé"
"4304358","4309654","RS","RS","Candiota","Hulha Negra"
"4304507","4305124","RS","RS","Canguçu","Cerrito"
"4304507","4306908","RS","RS","Canguçu","Encruzilhada do Sul"
"4304655","4302501","RS","RS","Capão do Cipó","Bossoroca"
"4304663","4301305","RS","RS","Capão do Leão","Arroio Grande"
"4304663","4305124","RS","RS","Capão do Leão","Cerrito"
"4304705","4300471","RS","RS","Carazinho","Almirante Tamandaré do Sul"
"4304705","4305306","RS","RS","Carazinho","Chapada"
"4304705","4305850","RS","RS","Carazinho","Coqueiros do Sul"
"4305009","4305405","RS","RS","Catuípe","Chiapetta"
"4305009","4305871","RS","RS","Catuípe","Coronel Barros"
"4305009","4306932","RS","RS","Catuípe","Entre-Ijuís"
"4305009","4309001","RS","RS","Catuípe","Giruá"
"4305124","4304507","RS","RS","Cerrito","Canguçu"
"4305124","4304663","RS","RS","Cerrito","Capão do Leão"
"4305157","4305801","RS","RS","Cerro Grande","Constantina"
"4305207","4303707","RS","RS","Cerro Largo","Campina das Missões"
"4305207","4309506","RS","RS","Cerro Largo","Guarani das Missões"
"4305306","4300471","RS","RS","Chapada","Almirante Tamandaré do Sul"
"4305306","4301958","RS","RS","Chapada","Barra Funda"
"4305306","4304705","RS","RS","Chapada","Carazinho"
"4305405","4305009","RS","RS","Chiapetta","Catuípe"
"4305702","4300208","RS","RS","Condor","Ajuricaba"
"4305801","4305157","RS","RS","Constantina","Cerro Grande"
"4305801","4306924","RS","RS","Constantina","Engenho Velho"
"4305850","4300471","RS","RS","Coqueiros do Sul","Almirante Tamandaré do Sul"
"4305850","4304705","RS","RS","Coqueiros do Sul","Carazinho"
"4305871","4301503","RS","RS","Coronel Barros","Augusto Pestana"
"4305871","4305009","RS","RS","Coronel Barros","Catuípe"
"4305871","4306932","RS","RS","Coronel Barros","Entre-Ijuís"
"4305871","4307831","RS","RS","Coronel Barros","Eugênio de Castro"
"4305900","4302600","RS","RS","Coronel Bicaco","Braga"
"4305900","4304002","RS","RS","Coronel Bicaco","Campo Novo"
"4305900","4306429","RS","RS","Coronel Bicaco","Dois Irmãos das Missões"
"4306007","4306734","RS","RS","Crissiumal","Doutor Maurício Cardoso"
"4306007","4309605","RS","RS","Crissiumal","Horizontina"
"4306007","4309704","RS","RS","Crissiumal","Humaitá"
"4306072","4300646","RS","RS","Cristal do Sul","Ametista do Sul"
"4306072","4308508","RS","RS","Cristal do Sul","Frederico Westphalen"
"4306106","4302220","RS","RS","Cruz Alta","Boa Vista do Cadeado"
"4306130","4303806","RS","RS","Cruzaltense","Campinas do Sul"
"4306130","4306957","RS","RS","Cruzaltense","Entre Rios do Sul"
"4306320","4301859","RS","RS","Derrubadas","Barra do Guarita"
"4306320","4307450","RS","RS","Derrubadas","Esperança do Sul"
"4306429","4302154","RS","RS","Dois Irmãos das Missões","Boa Vista das Missões"
"4306429","4305900","RS","RS","Dois Irmãos das Missões","Coronel Bicaco"
"4306429","4307302","RS","RS","Dois Irmãos das Missões","Erval Seco"
"4306601","4301602","RS","RS","Dom Pedrito","Bagé"
"4306734","4306007","RS","RS","Doutor Maurício Cardoso","Crissiumal"
"4306734","4309605","RS","RS","Doutor Maurício Cardoso","Horizontina"
"4306908","4304507","RS","RS","Encruzilhada do Sul","Canguçu"
"4306924","4305801","RS","RS","Engenho Velho","Constantina"
"4306932","4305009","RS","RS","Entre-Ijuís","Catuípe"
"4306932","4305871","RS","RS","Entre-Ijuís","Coronel Barros"
"4306932","4307831","RS","RS","Entre-Ijuís","Eugênio de Castro"
"4306957","4302055","RS","RS","Entre Rios do Sul","Benjamin Constant do Sul"
"4306957","4306130","RS","RS","Entre Rios do Sul","Cruzaltense"
"4307005","4300901","RS","RS","Erechim","Aratiba"
"4307005","4301701","RS","RS","Erechim","Barão de Cotegipe"
"4307104","4301305","RS","RS","Herval","Arroio Grande"
"4307203","4302055","RS","RS","Erval Grande","Benjamin Constant do Sul"
"4307203","4308052","RS","RS","Erval Grande","Faxinalzinho"
"4307302","4302154","RS","RS","Erval Seco","Boa Vista das Missões"
"4307302","4306429","RS","RS","Erval Seco","Dois Irmãos das Missões"
"4307450","4306320","RS","RS","Esperança do Sul","Derrubadas"
"4307831","4301503","RS","RS","Eugênio de Castro","Augusto Pestana"
"4307831","4305871","RS","RS","Eugênio de Castro","Coronel Barros"
"4307831","4306932","RS","RS","Eugênio de Castro","Entre-Ijuís"
"4308052","4302055","RS","RS","Faxinalzinho","Benjamin Constant do Sul"
"4308052","4307203","RS","RS","Faxinalzinho","Erval Grande"
"4308508","4300646","RS","RS","Frederico Westphalen","Ametista do Sul"
"4308508","4303400","RS","RS","Frederico Westphalen","Caiçara"
"4308508","4306072","RS","RS","Frederico Westphalen","Cristal do Sul"
"4309001","4305009","RS","RS","Giruá","Catuípe"
"4309506","4303301","RS","RS","Guarani das Missões","Caibaté"
"4309506","4305207","RS","RS","Guarani das Missões","Cerro Largo"
"4309605","4306007","RS","RS","Horizontina","Crissiumal"
"4309605","4306734","RS","RS","Horizontina","Doutor Maurício Cardoso"
"4309654","4300034","RS","RS","Hulha Negra","Aceguá"
"4309654","4301602","RS","RS","Hulha Negra","Bagé"
"4309654","4304358","RS","RS","Hulha Negra","Candiota"
"4309704","4302204","RS","RS","Humaitá","Boa Vista do Buricá"
"4309704","4302378","RS","RS","Humaitá","Bom Progresso"
"4309704","4304002","RS","RS","Humaitá","Campo Novo"
"4309704","4306007","RS","RS","Humaitá","Crissiumal"
"4310207","4313334","RS","RS","Ijuí","Nova Ramada"
"4310405","4310413","RS","RS","Independência","Inhacorá"
"4310413","4310405","RS","RS","Inhacorá","Independência"
"4310413","4319737","RS","RS","Inhacorá","São Valério do Sul"
"4310504","4314704","RS","RS","Iraí","Planalto"
"4310553","4317400","RS","RS","Itacurubi","Santiago"
"4310553","4317707","RS","RS","Itacurubi","Santo Antônio das Missões"
"4310553","4318002","RS","RS","Itacurubi","São Borja"
"4310603","4311718","RS","RS","Itaqui","Maçambará"
"4310603","4311759","RS","RS","Itaqui","Manoel Viana"
"4310603","4318002","RS","RS","Itaqui","São Borja"
"4310702","4319703","RS","RS","Itatiba do Sul","São Valentim"
"4310850","4311429","RS","RS","Jaboticaba","Lajeado do Bugre"
"4310850","4313441","RS","RS","Jaboticaba","Novo Tiradentes"
"4310850","4314456","RS","RS","Jaboticaba","Pinhal"
"4310850","4320206","RS","RS","Jaboticaba","Seberi"
"4310900","4314134","RS","RS","Jacutinga","Paulo Bento"
"4310900","4314787","RS","RS","Jacutinga","Ponte Preta"
"4310900","4315313","RS","RS","Jacutinga","Quatro Irmãos"
"4310900","4316105","RS","RS","Jacutinga","Ronda Alta"
"4311106","4313037","RS","RS","Jaguari","Nova Esperança do Sul"
"4311106","4317400","RS","RS","Jaguari","Santiago"
"4311106","4318101","RS","RS","Jaguari","São Francisco de Assis"
"4311106","4319802","RS","RS","Jaguari","São Vicente do Sul"
"4311155","4319158","RS","RS","Jóia","São Miguel das Missões"
"4311429","4310850","RS","RS","Lajeado do Bugre","Jaboticaba"
"4311429","4316428","RS","RS","Lajeado do Bugre","Sagrada Família"
"4311429","4319364","RS","RS","Lajeado do Bugre","São Pedro das Missões"
"4311502","4316972","RS","RS","Lavras do Sul","Santa Margarida do Sul"
"4311502","4318309","RS","RS","Lavras do Sul","São Gabriel"
"4311502","4319604","RS","RS","Lavras do Sul","São Sepé"
"4311601","4312708","RS","RS","Liberato Salzano","Nonoai"
"4311601","4313441","RS","RS","Liberato Salzano","Novo Tiradentes"
"4311601","4315909","RS","RS","Liberato Salzano","Rodeio Bonito"
"4311718","4310603","RS","RS","Maçambará","Itaqui"
"4311718","4311759","RS","RS","Maçambará","Manoel Viana"
"4311718","4318002","RS","RS","Maçambará","São Borja"
"4311718","4318101","RS","RS","Maçambará","São Francisco de Assis"
"4311759","4310603","RS","RS","Manoel Viana","Itaqui"
